{'SQL:  select count(*) from singer\n', 'Question 1:  How many singers do we have ? ||| concert_singer\n'}
{"SQL:  select professional_id ,  last_name ,  cell_number from professionals where state  =  'indiana' union select t1.professional_id ,  t1.last_name ,  t1.cell_number from professionals as t1 join treatments as t2 on t1.professional_id  =  t2.professional_id group by t1.professional_id having count(*)  >  2\n", 'Question 923:  Which professionals live in the state of Indiana or have done treatment on more than 2 treatments ? List his or her id , last name and cell phone . ||| dog_kennels\n'}
{"SQL:  select professional_id ,  last_name ,  cell_number from professionals where state  =  'indiana' union select t1.professional_id ,  t1.last_name ,  t1.cell_number from professionals as t1 join treatments as t2 on t1.professional_id  =  t2.professional_id group by t1.professional_id having count(*)  >  2\n", 'Question 924:  Find the id , last name and cell phone of the professionals who live in the state of Indiana or have performed more than two treatments . ||| dog_kennels\n'}
{'Question 925:  Which dogs have not cost their owner more than 1000 for treatment ? List the dog names . ||| dog_kennels\n', 'SQL:  select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 )\n'}
{'Question 926:  What are the names of the dogs for which the owner has not spend more than 1000 for treatment ? ||| dog_kennels\n', 'SQL:  select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 )\n'}
{'SQL:  select first_name from professionals union select first_name from owners except select name from dogs\n', 'Question 927:  Which first names are used for professionals or owners but are not used as dog names ? ||| dog_kennels\n'}
{'SQL:  select first_name from professionals union select first_name from owners except select name from dogs\n', 'Question 928:  Find the first names that are used for professionals or owners but are not used as dog names . ||| dog_kennels\n'}
{'SQL:  select professional_id ,  role_code ,  email_address from professionals except select t1.professional_id ,  t1.role_code ,  t1.email_address from professionals as t1 join treatments as t2 on t1.professional_id  =  t2.professional_id\n', "Question 929:  Which professional did not operate any treatment on dogs ? List the professional 's id , role and email . ||| dog_kennels\n"}
{'Question 930:  Give me the id , role and email of the professionals who did not perform any treatment on dogs . ||| dog_kennels\n', 'SQL:  select professional_id ,  role_code ,  email_address from professionals except select t1.professional_id ,  t1.role_code ,  t1.email_address from professionals as t1 join treatments as t2 on t1.professional_id  =  t2.professional_id\n'}
{'SQL:  select t1.owner_id ,  t2.first_name ,  t2.last_name from dogs as t1 join owners as t2 on t1.owner_id  =  t2.owner_id group by t1.owner_id order by count(*) desc limit 1\n', 'Question 931:  Which owner owns the most dogs ? List the owner id , first name and last name . ||| dog_kennels\n'}
{'SQL:  select t1.owner_id ,  t2.first_name ,  t2.last_name from dogs as t1 join owners as t2 on t1.owner_id  =  t2.owner_id group by t1.owner_id order by count(*) desc limit 1\n', 'Question 932:  Return the owner id , first name and last name of the owner who has the most dogs . ||| dog_kennels\n'}
{"Question 933:  Which professionals have done at least two treatments ? List the professional 's id , role , and first name . ||| dog_kennels\n", 'SQL:  select t1.professional_id ,  t1.role_code ,  t1.first_name from professionals as t1 join treatments as t2 on t1.professional_id  =  t2.professional_id group by t1.professional_id having count(*)  >=  2\n'}
{'Question 934:  What are the id , role , and first name of the professionals who have performed two or more treatments ? ||| dog_kennels\n', 'SQL:  select t1.professional_id ,  t1.role_code ,  t1.first_name from professionals as t1 join treatments as t2 on t1.professional_id  =  t2.professional_id group by t1.professional_id having count(*)  >=  2\n'}
{'SQL:  select t1.breed_name from breeds as t1 join dogs as t2 on t1.breed_code  =  t2.breed_code group by t1.breed_name order by count(*) desc limit 1\n', 'Question 935:  What is the name of the breed with the most dogs ? ||| dog_kennels\n'}
{'Question 936:  Which breed do the most dogs have ? Give me the breed name . ||| dog_kennels\n', 'SQL:  select t1.breed_name from breeds as t1 join dogs as t2 on t1.breed_code  =  t2.breed_code group by t1.breed_name order by count(*) desc limit 1\n'}
{'SQL:  select t1.owner_id ,  t1.last_name from owners as t1 join dogs as t2 on t1.owner_id  =  t2.owner_id join treatments as t3 on t2.dog_id  =  t3.dog_id group by t1.owner_id order by count(*) desc limit 1\n', 'Question 937:  Which owner has paid for the most treatments on his or her dogs ? List the owner id and last name . ||| dog_kennels\n'}
{'SQL:  select t1.owner_id ,  t1.last_name from owners as t1 join dogs as t2 on t1.owner_id  =  t2.owner_id join treatments as t3 on t2.dog_id  =  t3.dog_id group by t1.owner_id order by count(*) desc limit 1\n', 'Question 938:  Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs . ||| dog_kennels\n'}
{'SQL:  select t1.treatment_type_description from treatment_types as t1 join treatments as t2 on t1.treatment_type_code  =  t2.treatment_type_code group by t1.treatment_type_code order by sum(cost_of_treatment) asc limit 1\n', 'Question 939:  What is the description of the treatment type that costs the least money in total ? ||| dog_kennels\n'}
{'SQL:  select t1.treatment_type_description from treatment_types as t1 join treatments as t2 on t1.treatment_type_code  =  t2.treatment_type_code group by t1.treatment_type_code order by sum(cost_of_treatment) asc limit 1\n', 'Question 940:  Give me the description of the treatment type whose total cost is the lowest . ||| dog_kennels\n'}
{'SQL:  select t1.owner_id ,  t1.zip_code from owners as t1 join dogs as t2 on t1.owner_id  =  t2.owner_id join treatments as t3 on t2.dog_id  =  t3.dog_id group by t1.owner_id order by sum(t3.cost_of_treatment) desc limit 1\n', 'Question 941:  Which owner has paid the largest amount of money in total for their dogs ? Show the owner id and zip code . ||| dog_kennels\n'}
{'SQL:  select t1.owner_id ,  t1.zip_code from owners as t1 join dogs as t2 on t1.owner_id  =  t2.owner_id join treatments as t3 on t2.dog_id  =  t3.dog_id group by t1.owner_id order by sum(t3.cost_of_treatment) desc limit 1\n', 'Question 942:  Find the owner id and zip code of the owner who spent the most money in total for his or her dogs . ||| dog_kennels\n'}
{'Question 943:  Which professionals have done at least two types of treatments ? List the professional id and cell phone . ||| dog_kennels\n', 'SQL:  select t1.professional_id ,  t1.cell_number from professionals as t1 join treatments as t2 on t1.professional_id  =  t2.professional_id group by t1.professional_id having count(*)  >=  2\n'}
{'Question 944:  Find the id and cell phone of the professionals who operate two or more types of treatments . ||| dog_kennels\n', 'SQL:  select t1.professional_id ,  t1.cell_number from professionals as t1 join treatments as t2 on t1.professional_id  =  t2.professional_id group by t1.professional_id having count(*)  >=  2\n'}
{'SQL:  select distinct t1.first_name ,  t1.last_name from professionals as t1 join treatments as t2 where cost_of_treatment  <  ( select avg(cost_of_treatment) from treatments )\n', 'Question 945:  What are the first name and last name of the professionals who have done treatment with cost below average ? ||| dog_kennels\n'}
{'SQL:  select distinct t1.first_name ,  t1.last_name from professionals as t1 join treatments as t2 where cost_of_treatment  <  ( select avg(cost_of_treatment) from treatments )\n', 'Question 946:  Which professionals have operated a treatment that costs less than the average ? Give me theor first names and last names . ||| dog_kennels\n'}
{'Question 947:  List the date of each treatment , together with the first name of the professional who operated it . ||| dog_kennels\n', 'SQL:  select t1.date_of_treatment ,  t2.first_name from treatments as t1 join professionals as t2 on t1.professional_id  =  t2.professional_id\n'}
{"Question 948:  What are the date and the operating professional 's first name of each treatment ? ||| dog_kennels\n", 'SQL:  select t1.date_of_treatment ,  t2.first_name from treatments as t1 join professionals as t2 on t1.professional_id  =  t2.professional_id\n'}
{'SQL:  select t1.cost_of_treatment ,  t2.treatment_type_description from treatments as t1 join treatment_types as t2 on t1.treatment_type_code  =  t2.treatment_type_code\n', 'Question 949:  List the cost of each treatment and the corresponding treatment type description . ||| dog_kennels\n'}
{'Question 950:  What are the cost and treatment type description of each treatment ? ||| dog_kennels\n', 'SQL:  select t1.cost_of_treatment ,  t2.treatment_type_description from treatments as t1 join treatment_types as t2 on t1.treatment_type_code  =  t2.treatment_type_code\n'}
